content,sentimen,aspek
Kenapa ya min..shope makin kesini makin lemot...udah kosongkan cache tetep aja lemot.. Tolong perbaiki lagi ya min..,negatif,Efficiency
Pelayanan pelanggan terutama bagian cs bagus,positif,Responsiveness
Barang sudah sampai dan bagus Pengiriman cepat dan kurir nya baik,positif,Fulfillment
Setelah di update jadi nggak karuan. Msak kalo mau buka game nya harus di hpus dlu trus psang ulang lagi Bru bisa ke buka game nya Tolong di perbaiki dong sistemnya,negatif,System Availability
Mempermudah saya dalam/ untuk membeli kebutuhan dan perjalanan produck yang di beli dapat di ikuti.,positif,Efficiency
"Ada nomor telepon shopee yang dapat dihubungi,,bagus",positif,Contact
"Penjual hanya mengandalkan chat online melalui aplikasi shope, tdk ada info trkait ttg akun yg bisa dihubungi",negatif,Contact
Pertanyaan saya melalui email dijawab dengan cepat oleh tim shope... Bagus si pelayanannya sejauh ini...,positif,Responsiveness
lelet amat. Sekelas marketplace besar tapi aplikasi nya begini.,negatif,Efficiency
"Pencarian kata kunci tidak akurat ( sudah dibuktikan di 10 akun berbeda,, ketik kata kunci misal A,, yg keluar ,,posisi peringkat teratas beda2,, ada yg parah prodak yg tdk semestinya malah ada ) dampak nya,, si penjual tdk bisa mengatur brp yg harus di pakai hrg per klik",negatif,System Availability
"Mohon maaf sebelumnya...saya ada pesan barang,saya bayar via Indomaret,terus pesanan saya di batalkan.saya mau ambil duit nya kayanya aktifkan Shopee pay.. Sudah saya aktifkan kok duit nya gak kembali ya.",negatif,Compensation
Bagus di shopee aman karena ada enkripsi untuk melindungi data,positif,Privacy
"Beli pulsa, token listrik di shopi langsung masuk lancar uhuy mana ada cashback lg",positif,System Availability
Costumer servicenya memuaskan gercep ketika ada masalah. Sekali lagi terimakasih banyak,positif,Responsiveness
Bagi saya apk Shopee yg paling OK dibanding yg lain. CS nya ramah. Recommended bagi para penjual dan pembeli. SemangaaaatttðŸ’ªðŸ’ªðŸ’ª Trimakasih Shopeeeeee,positif,Responsiveness
"Enak belanja di Shoppy , krn semua ada dan cara mengunakan aplikasi nya gampang ,di tambah lagi ada shopy payleter n shopy pinjaman yg sangat menbatu sekali bagi kita",positif,Efficiency
Lbh cepat pengiriman dan tidak mengurangi kualitas n kuantitasnya,positif,Fulfillment
Bagus banget ya menurut aku prngiriman nya pun super duper cepet banget puas pokonya belanja di shopee barang nya slalu sesuai yang di pesan jugaðŸ‘,positif,Fulfillment
Aplikasi memberikan garansi 100 persen pengembalian dana jika transaksi gagal,positif,Compensation
Belanja hemat dan aman terbaik dan terpercaya untuk rekber ðŸ‘ðŸ’¯rekomendasi untuk yg lainnya ðŸ™,positif,Privacy
Saya suka belanja di shopee..kualitas barang bagus sesuai yang kita harapkan..asalkan kita baca dengan teliti apapun itu...yang menjadi prosedur dari gambar yang kita lihat..pasti barang sesuai dengan gambarnya dan kita tidak kecewa.,positif,Fulfillment
"Kali ini shopee udh bner2 buruk bgt..saya ada pesen kispray 3pcs..lama bgt ga nyampe2,,udh komplain ke CS nya kata nya mau konfirmasi pihak terkait..karna expedisi nya pake shope expres hemat dan ga bisa pilih.kalo bisa pilih saya males pake exprdisi dari shopee karna udh 2x kjadian kaya gini... Hari ini saya cek lgi status nya trnyata malah ggal karena paket hilang..ko bisa sampe hilang..berarti pihak shopee ga bisa pilih kurir yg bner2 teliti sama kerjaan nya,dana saya juga blom di kmbalikan.",negatif,Compensation
"Saya sangat senang dengan layanan pelanggan yang diberikan oleh aplikasi ini. Ketika saya menerima barang yang rusak, mereka dengan cepat menggantikannya tanpa biaya tambahan",positif,Compensation
"Pengiriman lambat apalagi menggunakan shopee express sangat buruk, reguler saja bisa sampai 10 hari apa lagi hemat, sangat menyebalkan, kalau anda ingin tetap bersaing perbaiki layanan shopee express anda, paket reguler dikirim menggunakan jalur udara bukan jalur laut juga seperti paket hemat.",negatif,Fulfillment
"Ketika saya memiliki pertanyaan atau masalah dengan pesanan, saya bisa menghubungi call center di aplikasi ini",positif,Contact
Saya merasa nyaman dengan fitur obrolan langsung yang tersedia di aplikasi ini karena dapat menghubungi penjual,positif,Contact
"Untuk saat ini Shopee sangat tidak membantu apabila ada masalah di pembelian suatu barang, pengembalian dana bukanlah solusi, selalu dilempar sana sini, alhasil barang retur balik lg kw kita dengan beribu alasan yg ga pasti, kenapa seperti ini ya skrg? Ga mau bersaing ama toko ijo yg sekarnag semakin membaik dan masih nomor 1 malah? Think about it.",negatif,Compensation
"Tolong untuk pengiriman anteraja mohon diperbaiki, anteraja sering menyepelekan , tidak sesui tanggal pengiriman,",negatif,Fulfillment
Peforma aplikasi sudah bagus dan ditingkatkan lagi. Terima kasih,positif,System Availability
"Aplikasinya slalu balik ke page awal Chat ke cs,SELALUUU AJA CUMA DPT JWBN KLASIK,KERANJANG HAPUS""IN,PASTIKAN SINYAL BAGUS,CLEAR CACHE DAN PASTIKAN APLIKASI ANDA SUDAH DOWNLOAD YG TERBARU!!!!!BASIIII WOOOYYYY!!!! Selalu gw buat ky gtu,gada perubahann!!!!",negatif,Responsiveness
Belanja di shopee suka dan puas sama barang-barangny yang dipesan sejauh ini tidak mengecewakan realpict ditambah banyammk promo dan gratis ongkir harga produk jadi jauh lebih murah karena promo gratis ongkirnya ini hanya ada di shopee aku suka dan puas belanja di shopee so i recomended for you guys,positif,Fulfillment
"Jika terjadi masalah, Customer Service Shopee menangani keluhan dengan cepat dan tidak merugikan pembeli. Sangat menenangkan dan memuaskan. Sukses selalu Shopee",positif,Responsiveness
"Tidak ada perlindungan yang memadai terkait ancaman peretas, masih ada akun yang double atau ktp yang sudah digunakan akun lain yang bukan pemilik aslinya",negatif,Privacy
"Saya memesan barang , dan penjual salah kirim ,, jelas2 berbeda dengan yang saya pesan . Tapi ga bisa dikembalikan dana saya . Jadi sia sia deh beli barang di shopee . Padahal bukti lengkap .",negatif,Compensation
"sangat lemot,karna adanya fitur vidio kayak tiktok.ini shopee buat belanja apa buat hiburan bikin sebel karna banyak fitur yang gak jelas dan membuat aplikasi sangat lemot",negatif,Efficiency
"Untuk Shopee . Saya saran . Kalau ada toko yg mau tipu2 tolong jangan d tampilkan lagi / jangan sampai masuk k soppee . Pengalaman Ade saya yang tertipu . Pesan sendal harga 16 ribu 1 Minggu tidak d kirim2 . Terus d cek toko nya d blok sama pihak shopee . Selang beberapa Minggu datang paket sendal dengan harga 68 ribu. Trus tadi siang datang lagi paket sendal cod juga 58 ribu berarti selang sekitaran 1 bulan . Padahal tidak pesan sendal lagi , .",negatif,Privacy
"Makin ga jelas aplikasinya Pas mau liat pesanan TibaÂ² ke log out sendiri Mau log in lagi ga bisa ""gagal memverifikasi akun""",negatif,System Availability
"Aplikasinya lemot,padahal pakai wifi ..trus kalau pengembalian barang/ dana malah d tolak padahal udah jelas alasan saya kembalikan malah katanya tidak sesuai,buat ap saya bayar mahalÂ² itu produk kalau saya mau tipu hoo",negatif,Compensation
"waktu buka spay mau transfer ke rekening bank bisa dibuka fiturnya dan lancar, tapi kebanyakan ulasan disini gabisa kenapa ya mungkin jaringannya kak",positif,System Availability
Saya terkesan dengan respons cepat dari penjual-penjual di aplikasi ini. Mereka tanggap dan membantu dengan baik,positif,Responsiveness
"Aplikasinya bagus, memudahkan kita untuk berbelanja tapi mau dirumah saja ðŸ˜ŠðŸ™ðŸ»",positif,Efficiency
"beli apapun lancar semua berjalan dengan baik fiturnya, semoga lebih baik shopee",positif,System Availability
"Saya memiliki pertanyaan tentang produk, dan penjualnya merespons dengan cepat, memberikan semua informasi yang saya butuhkan. Komunikasi yang bagus!",positif,Responsiveness
Sangat recomended belanja dishopee disamping aman cepat pula pengirimannya serta ada program gratis ongkir. Pokoknya TOP lah,positif,Fulfillment
"Setelah di update Malah gak bisa lihat Vidio"" gambar hilang semua. Saat chat dengan toko nya pun keyboard hilang gak bisa nulis",negatif,System Availability
Saya barusan mengalami masalah saldo shopee pay terpotong untuk pembayaran google play yg mana aku gak langganan apapun di google play. Dan saat komplain ke pihak shopee disuruh lapor ke pihak google. Gimana mau lapor dan minta pengembalian dana pak? Itu pembayaran gak pake akun google saya. Jd di akun google play gak ada riwayat pembayaran apapun. Tolong lah pihak shopee lebih diperketat keamanannya dan gimana ini untuk pembayaran yg tidak saya lakukan,negatif,Privacy
"Knp beberapa fiturnya ga bisa d pake, misal lucky egg slalu ngeblank, pas mau chat toko jg bagian keyboardnya blank putih, jd g bisa langsung ngetik, hrs copy paste. Videonyapun g bisa d putar, baik d shopee video atau video yg d lampirkan toko d etalase produknya.",negatif,System Availability
"Pelayanannya bagus, ada fasilitas untuk melaporkan penipuan dan pelanggaran privasi jadi lebih terjamin keamanannya",positif,Privacy
"asik banget ini ternyata ada hiburan baru ada shopee video, memutar video sampai habis tanpa kendala jadi bisa melihat banyak video",positif,System Availability
Layanan pengembalian barang yang cepat dan efektif membuat pengalaman berbelanja saya semakin baik. Mereka memprioritaskan kepuasan pelanggan,positif,Compensation
Media sosial yang aktif karena ada admin yang dapat menjawab setiap pertanyaan pengguna,positif,Contact
"Sorry bintang saya ubah dari bintang 5 ke 1 soalnya saya sangat kecewa sekali sama salah satu seller anda yg gak mau refund barang atau pengembalian barang , karena barang yg saya pesan tidak sesuai dengan caption yg tertera di toko seller",negatif,Compensation
"dta pribadi tdk dijaga dan dilindungi dengan baik si d shofe ini, takut data sy tersebar ke pihak yang tdk brtanggung jwb krn akun sy verifikasi ktp tp ktp sdh digunakan di akun lain pdhl sy g punya akun lain.",negatif,Privacy
"bisa nyobain fitur shoppe spinjam dengan lancar utk kebutuhan mendesak, terimakasih shoppe",positif,System Availability
"Sejauh ini data saya tidak bocor, tidak ada yang menelpon saya yang mengatasnamakan shopee dengan maksud penipuan jadi aman",positif,Privacy
Koq Shopee videonya koinnya tidak bisa nambah ðŸ¤”,negatif,System Availability
keren fitur shopee yang terakhir dilihat berfungsi dengan baik karena saya mau CO barang sesuatu yang habis saya liat tapi hp saya lemah baterai lalu setelah hp saya hidup terus saya lihat ternyata ada di terakhir dilihat mantap,positif,System Availability
"Kenapa sekarang shope jadi sering banget error,setiap mau top up atau mau transfer slalu keluar sndiri dari app.saya copot trus saya mencoba log in malah g bisa.malah ada notif bahwa akun saya di nonaktif padahal di akun saya ada saldo mohon segera perbaiki atas benar""ketidaknyamanan seperti ini tolongg dengan sebesar""nya",negatif,System Availability
Aku kirim e-mail ttg spaylater aku tp gaada respon sama sekali trus aku chat cs d shopeenya aku ikutin langkahÂ²nya masih blm bisa d pake juga. .Tolong d perbaiki yaa. .Jangan sampe aku pindah haluan ke apk sebelah. .,negatif,Responsiveness
"lemot banget, padahal kuota ada jaringan pun ada.. suka ngeheng gt aplikasinyq.. udah diperbarui sama aja susah",negatif,Efficiency
"Belanja santai dirumah,barang diantar harga banyak pilihan",positif,Efficiency
"nyoba beli voucher games di shopee lancar bagus banget bisa langsung masuk, dulu pernah di aplikasi lain sering eror. Fiturnya oke nih",positif,System Availability
"Saya sangat senang dengan cara aplikasi ini menangani kompensasi. Ketika pesanan saya tidak tiba atau rusak, mereka dengan cepat mengatur pengembalian atau penggantian barang",positif,Compensation
Aplikasi shopee sulit memberikan akses yang efektif untuk komunikasi dengan penjual,negatif,Contact
"Sy percayakan belanja di aplikasi ini, ini jadi satu-satunya aplikasi belanja online sy karena sy melihat bahwa shope ini berkomitmen menjaga keamanan dan kerahasiaan data pelanggan dengan ada ahli keamanannya jadi sy percaya data sy terlindungi, mencegah dengan mencari tahu sebelum mendaftar akun kan lebih baik. Semoga benar spt itu krn awas aja klo sy kena hack, aku tuntut omongannya...",positif,Privacy
"aplikasi paling aneh lebih utamain seller dari pada pembeli, pesen di tgl 1 sampe tgl 3 ga dikirim ga dibatalin gada konfirmasi barang kosong, udah ngajuin batal nunggu lg sampe tgl 4 , uda batal tgl 5 duit belum balik, niat pesen instan 2 jam sampe 35 rb ongkirnya , malah buang buang waktu, aplikasi nya bagus cuma cara kerjanya aja kaya orang stres",negatif,Fulfillment
Baru update malh soak ga bisa payment plis deh kembali ke mode awal aja,negatif,System Availability
Tidak dapat bertanya kepada penjual karena penjual sering offline dan tidak ada kontak yang bisa dihubungi jadi belanja pun tidak semangat,negatif,Contact
Makin lama makin gak jelass pengiriman lama bgt.lebih bagus toko ungu sama toko item....,negatif,Fulfillment
"mau menambahkan produk ke keranjang, ternyata keranjang tidak muat jadi mau menghapus produk dan tombol ubah dan hapus berfungsi dengan baik. Ternyata keranjangnya bisa menampung banyak produk keren",positif,System Availability
Kenapa aplikasi shopee gak bisa d buka ya lambat amat pdhl udh update gmn ini dong solusinya..,negatif,Efficiency
"Hanya teruntuk system shopee tim shopee dan untuk security shopee,ini pengalaman pribadi sy,masalah saya tidak ditindak lanjuti dengan serius akhirnya sy harus menerima cicilan yg sy tdk merasa melakukan teransaksi trsbt,saran sy bantu customer yg butuh bantuan dan segera ditangani agar merasa dihargai.",negatif,Privacy
"Terima kasih Shopee...sdh nggak terhitung banyaknya belanja di Shopee,selalu puas,sukses selalu buat Shopee,seller jg kurir yg selalu cepat & tepat waktu dlm pengantaran ðŸ‘ðŸ™ðŸ˜˜",positif,Fulfillment
"Tanggapannya cepat saat chat admin, semoga bisa lebih baik lagi",positif,Responsiveness
Pengiriman lama banget paling cepet 3/4 hari baru nyampe beda sama L pesan sekarang besoknya pasti sampe. Pas paket udh sampe d DC lama bngt proses selanjutnya sampai memakan waktu seharian paket diem d DC,negatif,Fulfillment
Ma af.aku kurangi bintangnya jadi dua. Dulu bagus gak pernah merasa kecewa Sekarang aplikasinya makin sulit. Sampai saya chat ke CS shopee. Tapi masalah belum selesai chat langsung di putus oleh CS shopeenya.padahal masalah yg aku tanyakan belum terselesaikan.,negatif,Responsiveness
"Maksud lo apaan dah min, cuma scrol2 doang yg awalnya saldo tinggal 44.000 malah jadi 7.994 padahal ga mencet apa2 pas gwa liat rincian pembayaran kok bisa nyambung ke pembayaran Google Play sebesar 36.650 kok bisa min? aplikasinya aneh keamanannya kurang itu kesambung ke akun google play siapa. Rugi sumpah",negatif,Privacy
"Kenapa makin kesini makin lemot ya? Untuk lacak pesanan saja butuh waktu 5 menit padahal sudah update, rajin bersihkan chace, login log out tpi ttp aja lemot.",negatif,Efficiency
Kurir yang digunakan oleh aplikasi ini tidak memberikan nomor kontak yang bisa dihubungi. Sulit untuk melacak pengiriman saya,negatif,Contact
"Shopeefood harusnya bisa komplain pesanan tidak lengkap dong di semua restoran. Pesan makanan via shopeefood, datangnya nggak lengkap. Mau komplain nggak bisa krn restoran nggak bisa fitur pengembalian dana.",negatif,Compensation
"Aplikasi berjalan dengan bagus, mungkin yg sering komen banyak bug atau sering keluarÂ² sendiri itu karna emang efek hp nya",positif,System Availability
"Kapok belanja di aplikasi ini ,ga bisa nyaring seller yg bener2 bagus, ketipu sama ulasan banyak tapi sellernya mengecewakan beli barang di kirim barang rusak,ngajuin pengembalian di tolak sama shopee ga bakal lagi pake ni aplikasi!! Mending pake aplikasi tokped",negatif,Compensation
